depth,mode,adaboost_acc,stump_errors
0,test,0.8752,[(0, 0.11920000000000158)]
0,training,0.8808,[(0, 0.11920000000000158)]
1,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158)]
1,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158)]
2,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158)]
2,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158)]
3,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158)]
3,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158)]
4,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158)]
4,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158)]
5,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158)]
5,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158)]
6,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158)]
6,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158)]
7,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158)]
7,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158)]
8,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158)]
8,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158)]
9,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158)]
9,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158)]
10,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158)]
10,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158)]
11,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158)]
11,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158)]
12,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158)]
12,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158)]
13,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158)]
13,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158)]
14,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158)]
14,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158)]
15,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158)]
15,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158)]
16,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158)]
16,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158)]
17,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158)]
17,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158)]
18,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158)]
18,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158)]
19,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158)]
19,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158)]
20,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158)]
20,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158)]
21,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158)]
21,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158)]
22,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158)]
22,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158)]
23,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158)]
23,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158)]
24,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158)]
24,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158)]
25,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158), (25, 0.11920000000000158)]
25,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158), (25, 0.11920000000000158)]
26,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158), (25, 0.11920000000000158), (26, 0.11920000000000158)]
26,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158), (25, 0.11920000000000158), (26, 0.11920000000000158)]
27,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158), (25, 0.11920000000000158), (26, 0.11920000000000158), (27, 0.11920000000000158)]
27,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158), (25, 0.11920000000000158), (26, 0.11920000000000158), (27, 0.11920000000000158)]
28,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158), (25, 0.11920000000000158), (26, 0.11920000000000158), (27, 0.11920000000000158), (28, 0.11920000000000158)]
28,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158), (25, 0.11920000000000158), (26, 0.11920000000000158), (27, 0.11920000000000158), (28, 0.11920000000000158)]
29,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158), (25, 0.11920000000000158), (26, 0.11920000000000158), (27, 0.11920000000000158), (28, 0.11920000000000158), (29, 0.11920000000000158)]
29,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158), (25, 0.11920000000000158), (26, 0.11920000000000158), (27, 0.11920000000000158), (28, 0.11920000000000158), (29, 0.11920000000000158)]
30,test,0.8752,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158), (25, 0.11920000000000158), (26, 0.11920000000000158), (27, 0.11920000000000158), (28, 0.11920000000000158), (29, 0.11920000000000158), (30, 0.11920000000000158)]
30,training,0.8808,[(0, 0.11920000000000158), (1, 0.11920000000000158), (2, 0.11920000000000158), (3, 0.11920000000000158), (4, 0.11920000000000158), (5, 0.11920000000000158), (6, 0.11920000000000158), (7, 0.11920000000000158), (8, 0.11920000000000158), (9, 0.11920000000000158), (10, 0.11920000000000158), (11, 0.11920000000000158), (12, 0.11920000000000158), (13, 0.11920000000000158), (14, 0.11920000000000158), (15, 0.11920000000000158), (16, 0.11920000000000158), (17, 0.11920000000000158), (18, 0.11920000000000158), (19, 0.11920000000000158), (20, 0.11920000000000158), (21, 0.11920000000000158), (22, 0.11920000000000158), (23, 0.11920000000000158), (24, 0.11920000000000158), (25, 0.11920000000000158), (26, 0.11920000000000158), (27, 0.11920000000000158), (28, 0.11920000000000158), (29, 0.11920000000000158), (30, 0.11920000000000158)]
